,Unnamed: 0,season,round,constructor,constructor_points,constructor_wins,constructor_standings_pos
938,12010,2018,11,williams,4.0,0.0,10.0
939,12011,2018,12,mercedes,310.0,4.0,1.0
940,12012,2018,12,ferrari,302.0,4.0,2.0
941,12013,2018,12,red_bull,211.0,3.0,3.0
942,12014,2018,12,renault,80.0,0.0,4.0
943,12015,2018,12,haas,59.0,0.0,6.0
944,12016,2018,12,force_india,59.0,0.0,5.0
945,12017,2018,12,mclaren,48.0,0.0,7.0
946,12018,2018,12,toro_rosso,20.0,0.0,8.0
947,12019,2018,12,sauber,18.0,0.0,9.0
948,12020,2018,12,williams,4.0,0.0,10.0
949,12021,2018,13,mercedes,345.0,5.0,1.0
950,12022,2018,13,ferrari,335.0,4.0,2.0
951,12023,2018,13,red_bull,223.0,3.0,3.0
952,12024,2018,13,renault,82.0,0.0,4.0
953,12025,2018,13,haas,66.0,0.0,5.0
954,12026,2018,13,mclaren,52.0,0.0,7.0
955,12027,2018,13,toro_rosso,28.0,0.0,8.0
956,12028,2018,13,sauber,18.0,0.0,9.0
957,12029,2018,13,force_india,59.0,0.0,6.0
958,12030,2018,13,williams,4.0,0.0,10.0
959,12031,2018,14,mercedes,375.0,5.0,1.0
960,12032,2018,14,ferrari,360.0,5.0,2.0
961,12033,2018,14,red_bull,238.0,3.0,3.0
962,12034,2018,14,renault,82.0,0.0,4.0
963,12035,2018,14,haas,76.0,0.0,5.0
964,12036,2018,14,mclaren,52.0,0.0,6.0
965,12037,2018,14,force_india,18.0,0.0,9.0
966,12038,2018,14,toro_rosso,30.0,0.0,7.0
967,12039,2018,14,sauber,19.0,0.0,8.0
968,12040,2018,14,williams,4.0,0.0,10.0
969,12041,2018,15,mercedes,415.0,6.0,1.0
970,12042,2018,15,ferrari,390.0,5.0,2.0
971,12043,2018,15,red_bull,248.0,3.0,3.0
972,12044,2018,15,renault,86.0,0.0,4.0
973,12045,2018,15,haas,76.0,0.0,5.0
974,12046,2018,15,mclaren,52.0,0.0,6.0
975,12047,2018,15,force_india,32.0,0.0,7.0
976,12048,2018,15,toro_rosso,30.0,0.0,8.0
977,12049,2018,15,sauber,19.0,0.0,9.0
978,12050,2018,15,williams,7.0,0.0,10.0
979,12051,2018,16,mercedes,452.0,7.0,1.0
980,12052,2018,16,ferrari,415.0,5.0,2.0
981,12053,2018,16,red_bull,274.0,3.0,3.0
982,12054,2018,16,renault,91.0,0.0,4.0
983,12055,2018,16,haas,76.0,0.0,5.0
984,12056,2018,16,mclaren,58.0,0.0,6.0
985,12057,2018,16,force_india,32.0,0.0,7.0
986,12058,2018,16,toro_rosso,30.0,0.0,8.0
987,12059,2018,16,sauber,21.0,0.0,9.0
988,12060,2018,16,williams,7.0,0.0,10.0
989,12061,2018,17,mercedes,495.0,8.0,1.0
990,12062,2018,17,ferrari,442.0,5.0,2.0
991,12063,2018,17,red_bull,292.0,3.0,3.0
992,12064,2018,17,renault,91.0,0.0,4.0
993,12065,2018,17,haas,80.0,0.0,5.0
994,12066,2018,17,mclaren,58.0,0.0,6.0
995,12067,2018,17,force_india,35.0,0.0,7.0
996,12068,2018,17,toro_rosso,30.0,0.0,8.0
997,12069,2018,17,sauber,27.0,0.0,9.0
998,12070,2018,17,williams,7.0,0.0,10.0
999,12071,2018,18,mercedes,538.0,9.0,1.0
1000,12072,2018,18,ferrari,460.0,5.0,2.0
1001,12073,2018,18,red_bull,319.0,3.0,3.0
1002,12074,2018,18,renault,92.0,0.0,4.0
1003,12075,2018,18,haas,84.0,0.0,5.0
1004,12076,2018,18,mclaren,58.0,0.0,6.0
1005,12077,2018,18,force_india,43.0,0.0,7.0
1006,12078,2018,18,toro_rosso,30.0,0.0,8.0
1007,12079,2018,18,sauber,27.0,0.0,9.0
1008,12080,2018,18,williams,7.0,0.0,10.0
1009,12081,2018,19,mercedes,563.0,9.0,1.0
1010,12082,2018,19,ferrari,497.0,6.0,2.0
1011,12083,2018,19,red_bull,337.0,3.0,3.0
1012,12084,2018,19,renault,106.0,0.0,4.0
1013,12085,2018,19,haas,84.0,0.0,5.0
1014,12086,2018,19,mclaren,58.0,0.0,6.0
1015,12087,2018,19,force_india,47.0,0.0,7.0
1016,12088,2018,19,sauber,28.0,0.0,9.0
1017,12089,2018,19,toro_rosso,32.0,0.0,8.0
1018,12090,2018,19,williams,7.0,0.0,10.0
1019,12091,2018,20,mercedes,585.0,9.0,1.0
1020,12092,2018,20,ferrari,530.0,6.0,2.0
1021,12093,2018,20,red_bull,362.0,4.0,3.0
1022,12094,2018,20,renault,114.0,0.0,4.0
1023,12095,2018,20,haas,84.0,0.0,5.0
1024,12096,2018,20,mclaren,62.0,0.0,6.0
1025,12097,2018,20,force_india,47.0,0.0,7.0
1026,12098,2018,20,sauber,36.0,0.0,8.0
1027,12099,2018,20,toro_rosso,33.0,0.0,9.0
1028,12100,2018,20,williams,7.0,0.0,10.0
1029,12101,2018,21,mercedes,620.0,10.0,1.0
1030,12102,2018,21,ferrari,553.0,6.0,2.0
1031,12103,2018,21,red_bull,392.0,4.0,3.0
1032,12104,2018,21,renault,114.0,0.0,4.0
1033,12105,2018,21,haas,90.0,0.0,5.0
1034,12106,2018,21,mclaren,62.0,0.0,6.0
1035,12107,2018,21,force_india,48.0,0.0,7.0
1036,12108,2018,21,sauber,42.0,0.0,8.0
1037,12109,2018,21,toro_rosso,33.0,0.0,9.0
1038,12110,2018,21,williams,7.0,0.0,10.0
1039,12111,2019,1,mercedes,0.0,0.0,0.0
1040,12112,2019,1,ferrari,0.0,0.0,0.0
1041,12113,2019,1,red_bull,0.0,0.0,0.0
1042,12114,2019,1,haas,0.0,0.0,0.0
1043,12115,2019,1,renault,0.0,0.0,0.0
1044,12116,2019,1,alfa,0.0,0.0,0.0
1045,12117,2019,1,racing_point,0.0,0.0,0.0
1046,12118,2019,1,toro_rosso,0.0,0.0,0.0
1047,12119,2019,1,mclaren,0.0,0.0,0.0
1048,12120,2019,1,williams,0.0,0.0,0.0
1049,12121,2019,2,mercedes,44.0,1.0,1.0
1050,12122,2019,2,ferrari,22.0,0.0,2.0
1051,12123,2019,2,red_bull,15.0,0.0,3.0
1052,12124,2019,2,alfa,4.0,0.0,6.0
1053,12125,2019,2,mclaren,0.0,0.0,9.0
1054,12126,2019,2,haas,8.0,0.0,4.0
1055,12127,2019,2,renault,6.0,0.0,5.0
1056,12128,2019,2,toro_rosso,1.0,0.0,8.0
1057,12129,2019,2,racing_point,2.0,0.0,7.0
1058,12130,2019,2,williams,0.0,0.0,10.0
1059,12131,2019,3,mercedes,87.0,2.0,1.0
1060,12132,2019,3,ferrari,48.0,0.0,2.0
1061,12133,2019,3,red_bull,31.0,0.0,3.0
1062,12134,2019,3,renault,6.0,0.0,7.0
1063,12135,2019,3,alfa,10.0,0.0,4.0
1064,12136,2019,3,haas,8.0,0.0,6.0
1065,12137,2019,3,mclaren,8.0,0.0,5.0
1066,12138,2019,3,racing_point,3.0,0.0,9.0
1067,12139,2019,3,toro_rosso,3.0,0.0,8.0
1068,12140,2019,3,williams,0.0,0.0,10.0
1069,12141,2019,4,mercedes,130.0,3.0,1.0
1070,12142,2019,4,ferrari,73.0,0.0,2.0
1071,12143,2019,4,red_bull,52.0,0.0,3.0
1072,12144,2019,4,mclaren,8.0,0.0,7.0
1073,12145,2019,4,racing_point,7.0,0.0,8.0
1074,12146,2019,4,alfa,12.0,0.0,5.0
1075,12147,2019,4,renault,12.0,0.0,4.0
1076,12148,2019,4,haas,8.0,0.0,6.0
1077,12149,2019,4,toro_rosso,4.0,0.0,9.0
1078,12150,2019,4,williams,0.0,0.0,10.0
1079,12151,2019,5,mercedes,173.0,4.0,1.0
1080,12152,2019,5,ferrari,99.0,0.0,2.0
1081,12153,2019,5,red_bull,64.0,0.0,3.0
1082,12154,2019,5,mclaren,18.0,0.0,4.0
1083,12155,2019,5,racing_point,17.0,0.0,5.0
1084,12156,2019,5,haas,8.0,0.0,8.0
1085,12157,2019,5,alfa,13.0,0.0,6.0
1086,12158,2019,5,renault,12.0,0.0,7.0
1087,12159,2019,5,toro_rosso,4.0,0.0,9.0
1088,12160,2019,5,williams,0.0,0.0,10.0
1089,12161,2019,6,mercedes,217.0,5.0,1.0
1090,12162,2019,6,ferrari,121.0,0.0,2.0
1091,12163,2019,6,red_bull,87.0,0.0,3.0
1092,12164,2019,6,mclaren,22.0,0.0,4.0
1093,12165,2019,6,racing_point,17.0,0.0,5.0
1094,12166,2019,6,haas,15.0,0.0,6.0
1095,12167,2019,6,toro_rosso,6.0,0.0,9.0
1096,12168,2019,6,renault,12.0,0.0,8.0
1097,12169,2019,6,alfa,13.0,0.0,7.0
1098,12170,2019,6,williams,0.0,0.0,10.0
1099,12171,2019,7,mercedes,257.0,6.0,1.0
1100,12172,2019,7,ferrari,139.0,0.0,2.0
1101,12173,2019,7,red_bull,110.0,0.0,3.0
1102,12174,2019,7,mclaren,30.0,0.0,4.0
1103,12175,2019,7,renault,14.0,0.0,8.0
1104,12176,2019,7,racing_point,17.0,0.0,5.0
1105,12177,2019,7,toro_rosso,16.0,0.0,7.0
1106,12178,2019,7,haas,16.0,0.0,6.0
1107,12179,2019,7,alfa,13.0,0.0,9.0
1108,12180,2019,7,williams,0.0,0.0,10.0
1109,12181,2019,8,mercedes,295.0,7.0,1.0
1110,12182,2019,8,ferrari,172.0,0.0,2.0
1111,12183,2019,8,red_bull,124.0,0.0,3.0
1112,12184,2019,8,mclaren,30.0,0.0,4.0
1113,12185,2019,8,renault,28.0,0.0,5.0
1114,12186,2019,8,racing_point,19.0,0.0,6.0
1115,12187,2019,8,alfa,13.0,0.0,9.0
1116,12188,2019,8,toro_rosso,17.0,0.0,7.0
1117,12189,2019,8,haas,16.0,0.0,8.0
1118,12190,2019,8,williams,0.0,0.0,10.0
1119,12191,2019,9,mercedes,338.0,8.0,1.0
1120,12192,2019,9,ferrari,198.0,0.0,2.0
1121,12193,2019,9,red_bull,137.0,0.0,3.0
1122,12194,2019,9,mclaren,40.0,0.0,4.0
1123,12195,2019,9,renault,32.0,0.0,5.0
1124,12196,2019,9,alfa,19.0,0.0,7.0
1125,12197,2019,9,racing_point,19.0,0.0,6.0
1126,12198,2019,9,toro_rosso,17.0,0.0,8.0
1127,12199,2019,9,haas,16.0,0.0,9.0
1128,12200,2019,9,williams,0.0,0.0,10.0
1129,12201,2019,10,mercedes,363.0,8.0,1.0
1130,12202,2019,10,ferrari,228.0,0.0,2.0
1131,12203,2019,10,red_bull,169.0,1.0,3.0
1132,12204,2019,10,mclaren,52.0,0.0,4.0
1133,12205,2019,10,renault,32.0,0.0,5.0
1134,12206,2019,10,alfa,22.0,0.0,6.0
1135,12207,2019,10,racing_point,19.0,0.0,7.0
1136,12208,2019,10,toro_rosso,17.0,0.0,8.0
1137,12209,2019,10,haas,16.0,0.0,9.0
1138,12210,2019,10,williams,0.0,0.0,10.0
1139,12211,2019,11,mercedes,407.0,9.0,1.0
1140,12212,2019,11,ferrari,243.0,0.0,2.0
1141,12213,2019,11,red_bull,191.0,1.0,3.0
1142,12214,2019,11,mclaren,60.0,0.0,4.0
1143,12215,2019,11,toro_rosso,19.0,0.0,8.0
1144,12216,2019,11,renault,39.0,0.0,5.0
1145,12217,2019,11,racing_point,19.0,0.0,7.0
1146,12218,2019,11,haas,16.0,0.0,9.0
1147,12219,2019,11,alfa,26.0,0.0,6.0
1148,12220,2019,11,williams,0.0,0.0,10.0
1149,12221,2019,12,mercedes,409.0,9.0,1.0
1150,12222,2019,12,ferrari,261.0,0.0,2.0
1151,12223,2019,12,red_bull,217.0,2.0,3.0
1152,12224,2019,12,mclaren,70.0,0.0,4.0
1153,12225,2019,12,toro_rosso,42.0,0.0,5.0
1154,12226,2019,12,renault,39.0,0.0,6.0
1155,12227,2019,12,alfa,26.0,0.0,9.0
1156,12228,2019,12,racing_point,31.0,0.0,7.0
1157,12229,2019,12,haas,26.0,0.0,8.0
1158,12230,2019,12,williams,1.0,0.0,10.0
1159,12231,2019,13,mercedes,438.0,10.0,1.0
1160,12232,2019,13,ferrari,288.0,0.0,2.0
1161,12233,2019,13,red_bull,244.0,2.0,3.0
1162,12234,2019,13,mclaren,82.0,0.0,4.0
1163,12235,2019,13,toro_rosso,43.0,0.0,5.0
1164,12236,2019,13,renault,39.0,0.0,6.0
1165,12237,2019,13,racing_point,31.0,0.0,8.0
1166,12238,2019,13,alfa,32.0,0.0,7.0
1167,12239,2019,13,haas,26.0,0.0,9.0
1168,12240,2019,13,williams,1.0,0.0,10.0
1169,12241,2019,14,mercedes,471.0,10.0,1.0
1170,12242,2019,14,ferrari,326.0,1.0,2.0
1171,12243,2019,14,red_bull,254.0,2.0,3.0
1172,12244,2019,14,mclaren,82.0,0.0,4.0
1173,12245,2019,14,renault,43.0,0.0,6.0
1174,12246,2019,14,toro_rosso,51.0,0.0,5.0
1175,12247,2019,14,racing_point,40.0,0.0,7.0
1176,12248,2019,14,alfa,32.0,0.0,8.0
1177,12249,2019,14,haas,26.0,0.0,9.0
1178,12250,2019,14,williams,1.0,0.0,10.0
1179,12251,2019,15,mercedes,505.0,10.0,1.0
1180,12252,2019,15,ferrari,351.0,2.0,2.0
1181,12253,2019,15,red_bull,266.0,2.0,3.0
1182,12254,2019,15,mclaren,83.0,0.0,4.0
1183,12255,2019,15,renault,65.0,0.0,5.0
1184,12256,2019,15,toro_rosso,51.0,0.0,6.0
1185,12257,2019,15,racing_point,46.0,0.0,7.0
1186,12258,2019,15,alfa,34.0,0.0,8.0
1187,12259,2019,15,haas,26.0,0.0,9.0
1188,12260,2019,15,williams,1.0,0.0,10.0
1189,12261,2019,16,mercedes,527.0,10.0,1.0
1190,12262,2019,16,ferrari,394.0,3.0,2.0
1191,12263,2019,16,red_bull,289.0,2.0,3.0
1192,12264,2019,16,mclaren,89.0,0.0,4.0
1193,12265,2019,16,renault,67.0,0.0,5.0
1194,12266,2019,16,toro_rosso,55.0,0.0,6.0
1195,12267,2019,16,racing_point,46.0,0.0,7.0
1196,12268,2019,16,alfa,35.0,0.0,8.0
1197,12269,2019,16,haas,26.0,0.0,9.0
1198,12270,2019,16,williams,1.0,0.0,10.0
1199,12271,2019,17,mercedes,571.0,11.0,1.0
1200,12272,2019,17,ferrari,409.0,3.0,2.0
1201,12273,2019,17,red_bull,311.0,2.0,3.0
1202,12274,2019,17,mclaren,101.0,0.0,4.0
1203,12275,2019,17,renault,68.0,0.0,5.0
1204,12276,2019,17,toro_rosso,55.0,0.0,6.0
1205,12277,2019,17,racing_point,52.0,0.0,7.0
1206,12278,2019,17,alfa,35.0,0.0,8.0
1207,12279,2019,17,haas,28.0,0.0,9.0
1208,12280,2019,17,williams,1.0,0.0,10.0
1209,12281,2019,18,mercedes,612.0,12.0,1.0
1210,12282,2019,18,ferrari,435.0,3.0,2.0
1211,12283,2019,18,red_bull,323.0,2.0,3.0
1212,12284,2019,18,mclaren,111.0,0.0,4.0
1213,12285,2019,18,renault,68.0,0.0,5.0
1214,12286,2019,18,toro_rosso,62.0,0.0,6.0
1215,12287,2019,18,racing_point,58.0,0.0,7.0
1216,12288,2019,18,alfa,35.0,0.0,8.0
1217,12289,2019,18,haas,28.0,0.0,9.0
1218,12290,2019,18,williams,1.0,0.0,10.0
1219,12291,2019,19,mercedes,652.0,13.0,1.0
1220,12292,2019,19,ferrari,466.0,3.0,2.0
1221,12293,2019,19,red_bull,341.0,2.0,3.0
1222,12294,2019,19,mclaren,111.0,0.0,4.0
1223,12295,2019,19,renault,73.0,0.0,5.0
1224,12296,2019,19,racing_point,64.0,0.0,7.0
1225,12297,2019,19,toro_rosso,64.0,0.0,6.0
1226,12298,2019,19,alfa,35.0,0.0,8.0
1227,12299,2019,19,haas,28.0,0.0,9.0
1228,12300,2019,19,williams,1.0,0.0,10.0
1229,12301,2019,20,mercedes,695.0,14.0,1.0
1230,12302,2019,20,ferrari,479.0,3.0,2.0
1231,12303,2019,20,red_bull,366.0,2.0,3.0
1232,12304,2019,20,mclaren,121.0,0.0,4.0
1233,12305,2019,20,renault,83.0,0.0,5.0
1234,12306,2019,20,toro_rosso,64.0,0.0,7.0
1235,12307,2019,20,racing_point,65.0,0.0,6.0
1236,12308,2019,20,alfa,35.0,0.0,8.0
1237,12309,2019,20,haas,28.0,0.0,9.0
1238,12310,2019,20,williams,1.0,0.0,10.0
1239,12311,2019,21,mercedes,701.0,14.0,1.0
1240,12312,2019,21,ferrari,479.0,3.0,2.0
1241,12313,2019,21,red_bull,391.0,3.0,3.0
1242,12314,2019,21,mclaren,140.0,0.0,4.0
1243,12315,2019,21,renault,91.0,0.0,5.0
1244,12316,2019,21,toro_rosso,83.0,0.0,6.0
1245,12317,2019,21,racing_point,67.0,0.0,7.0
1246,12318,2019,21,alfa,57.0,0.0,8.0
1247,12319,2019,21,haas,28.0,0.0,9.0
1248,12320,2019,21,williams,1.0,0.0,10.0
1249,12321,2020,1,mercedes,0.0,0.0,0.0
1250,12322,2020,1,mclaren,0.0,0.0,0.0
1251,12323,2020,1,ferrari,0.0,0.0,0.0
1252,12324,2020,1,racing_point,0.0,0.0,0.0
1253,12325,2020,1,alphatauri,0.0,0.0,0.0
1254,12326,2020,1,renault,0.0,0.0,0.0
1255,12327,2020,1,alfa,0.0,0.0,0.0
1256,12328,2020,1,williams,0.0,0.0,0.0
1257,12329,2020,1,red_bull,0.0,0.0,0.0
1258,12330,2020,1,haas,0.0,0.0,0.0
1259,12331,2020,2,mercedes,37.0,1.0,1.0
1260,12332,2020,2,mclaren,26.0,0.0,2.0
1261,12333,2020,2,red_bull,0.0,0.0,9.0
1262,12334,2020,2,racing_point,8.0,0.0,4.0
1263,12335,2020,2,ferrari,19.0,0.0,3.0
1264,12336,2020,2,renault,4.0,0.0,6.0
1265,12337,2020,2,alphatauri,6.0,0.0,5.0
1266,12338,2020,2,alfa,2.0,0.0,7.0
1267,12339,2020,2,williams,0.0,0.0,8.0
1268,12340,2020,2,haas,0.0,0.0,10.0
1269,12341,2020,3,mercedes,80.0,2.0,1.0
1270,12342,2020,3,red_bull,27.0,0.0,3.0
1271,12343,2020,3,mclaren,39.0,0.0,2.0
1272,12344,2020,3,racing_point,22.0,0.0,4.0
1273,12345,2020,3,ferrari,19.0,0.0,5.0
1274,12346,2020,3,renault,8.0,0.0,6.0
1275,12347,2020,3,alphatauri,7.0,0.0,7.0
1276,12348,2020,3,alfa,2.0,0.0,8.0
1277,12349,2020,3,haas,0.0,0.0,10.0
1278,12350,2020,3,williams,0.0,0.0,9.0
1279,12351,2020,4,mercedes,121.0,3.0,1.0
1280,12352,2020,4,red_bull,55.0,0.0,2.0
1281,12353,2020,4,mclaren,41.0,0.0,3.0
1282,12354,2020,4,ferrari,27.0,0.0,5.0
1283,12355,2020,4,racing_point,40.0,0.0,4.0
1284,12356,2020,4,renault,12.0,0.0,6.0
1285,12357,2020,4,alphatauri,7.0,0.0,7.0
1286,12358,2020,4,alfa,2.0,0.0,8.0
1287,12359,2020,4,haas,1.0,0.0,9.0
1288,12360,2020,4,williams,0.0,0.0,10.0
1289,12361,2020,5,mercedes,146.0,4.0,1.0
1290,12362,2020,5,red_bull,78.0,0.0,2.0
1291,12363,2020,5,ferrari,43.0,0.0,4.0
1292,12364,2020,5,mclaren,51.0,0.0,3.0
1293,12365,2020,5,racing_point,42.0,0.0,5.0
1294,12366,2020,5,renault,32.0,0.0,6.0
1295,12367,2020,5,alphatauri,13.0,0.0,7.0
1296,12368,2020,5,alfa,2.0,0.0,8.0
1297,12369,2020,5,haas,1.0,0.0,9.0
1298,12370,2020,5,williams,0.0,0.0,10.0
1299,12371,2020,6,mercedes,180.0,4.0,1.0
1300,12372,2020,6,red_bull,113.0,1.0,2.0
1301,12373,2020,6,racing_point,41.0,0.0,5.0
1302,12374,2020,6,mclaren,53.0,0.0,4.0
1303,12375,2020,6,ferrari,55.0,0.0,3.0
1304,12376,2020,6,renault,36.0,0.0,6.0
1305,12377,2020,6,alphatauri,14.0,0.0,7.0
1306,12378,2020,6,alfa,2.0,0.0,8.0
1307,12379,2020,6,haas,1.0,0.0,9.0
1308,12380,2020,6,williams,0.0,0.0,10.0
1309,12381,2020,7,mercedes,221.0,5.0,1.0
1310,12382,2020,7,red_bull,135.0,1.0,2.0
1311,12383,2020,7,mclaren,62.0,0.0,4.0
1312,12384,2020,7,racing_point,63.0,0.0,3.0
1313,12385,2020,7,ferrari,61.0,0.0,5.0
1314,12386,2020,7,renault,36.0,0.0,6.0
1315,12387,2020,7,alphatauri,16.0,0.0,7.0
1316,12388,2020,7,alfa,2.0,0.0,8.0
1317,12389,2020,7,haas,1.0,0.0,9.0
1318,12390,2020,7,williams,0.0,0.0,10.0
1319,12391,2020,8,mercedes,264.0,6.0,1.0
1320,12392,2020,8,red_bull,158.0,1.0,2.0
1321,12393,2020,8,mclaren,68.0,0.0,3.0
1322,12394,2020,8,racing_point,66.0,0.0,4.0
1323,12395,2020,8,renault,59.0,0.0,6.0
1324,12396,2020,8,ferrari,61.0,0.0,5.0
1325,12397,2020,8,alphatauri,20.0,0.0,7.0
1326,12398,2020,8,alfa,2.0,0.0,8.0
1327,12399,2020,8,haas,1.0,0.0,9.0
1328,12400,2020,8,williams,0.0,0.0,10.0
1329,12401,2020,9,mercedes,281.0,6.0,1.0
1330,12402,2020,9,red_bull,158.0,1.0,2.0
1331,12403,2020,9,mclaren,98.0,0.0,3.0
1332,12404,2020,9,racing_point,82.0,0.0,4.0
1333,12405,2020,9,renault,71.0,0.0,5.0
1334,12406,2020,9,ferrari,61.0,0.0,6.0
1335,12407,2020,9,alphatauri,47.0,1.0,7.0
1336,12408,2020,9,alfa,2.0,0.0,8.0
1337,12409,2020,9,haas,1.0,0.0,9.0
1338,12410,2020,9,williams,0.0,0.0,10.0
1339,12411,2020,10,mercedes,325.0,7.0,1.0
1340,12412,2020,10,red_bull,173.0,1.0,2.0
1341,12413,2020,10,mclaren,106.0,0.0,3.0
1342,12414,2020,10,racing_point,92.0,0.0,4.0
1343,12415,2020,10,renault,83.0,0.0,5.0
1344,12416,2020,10,ferrari,66.0,0.0,6.0
1345,12417,2020,10,alphatauri,53.0,1.0,7.0
1346,12418,2020,10,alfa,4.0,0.0,8.0
1347,12419,2020,10,haas,1.0,0.0,9.0
1348,12420,2020,10,williams,0.0,0.0,10.0
1349,12421,2020,11,mercedes,366.0,8.0,1.0
1350,12422,2020,11,red_bull,192.0,1.0,2.0
1351,12423,2020,11,racing_point,104.0,0.0,4.0
1352,12424,2020,11,mclaren,106.0,0.0,3.0
1353,12425,2020,11,renault,99.0,0.0,5.0
1354,12426,2020,11,ferrari,74.0,0.0,6.0
1355,12427,2020,11,alphatauri,59.0,1.0,7.0
1356,12428,2020,11,alfa,4.0,0.0,8.0
1357,12429,2020,11,haas,1.0,0.0,9.0
1358,12430,2020,11,williams,0.0,0.0,10.0
1359,12431,2020,12,mercedes,391.0,9.0,1.0
1360,12432,2020,12,red_bull,211.0,1.0,2.0
1361,12433,2020,12,racing_point,120.0,0.0,3.0
1362,12434,2020,12,mclaren,116.0,0.0,4.0
1363,12435,2020,12,renault,114.0,0.0,5.0
1364,12436,2020,12,ferrari,80.0,0.0,6.0
1365,12437,2020,12,alphatauri,67.0,1.0,7.0
1366,12438,2020,12,alfa,5.0,0.0,8.0
1367,12439,2020,12,haas,3.0,0.0,9.0
1368,12440,2020,12,williams,0.0,0.0,10.0
1369,12441,2020,13,mercedes,435.0,10.0,1.0
1370,12442,2020,13,red_bull,226.0,1.0,2.0
1371,12443,2020,13,renault,120.0,0.0,5.0
1372,12444,2020,13,mclaren,124.0,0.0,4.0
1373,12445,2020,13,racing_point,126.0,0.0,3.0
1374,12446,2020,13,ferrari,93.0,0.0,6.0
1375,12447,2020,13,alphatauri,77.0,1.0,7.0
1376,12448,2020,13,alfa,5.0,0.0,8.0
1377,12449,2020,13,haas,3.0,0.0,9.0
1378,12450,2020,13,williams,0.0,0.0,10.0
1379,12451,2020,14,mercedes,479.0,11.0,1.0
1380,12452,2020,14,red_bull,226.0,1.0,2.0
1381,12453,2020,14,racing_point,134.0,0.0,5.0
1382,12454,2020,14,mclaren,134.0,0.0,4.0
1383,12455,2020,14,renault,135.0,0.0,3.0
1384,12456,2020,14,ferrari,103.0,0.0,6.0
1385,12457,2020,14,alphatauri,89.0,1.0,7.0
1386,12458,2020,14,alfa,8.0,0.0,8.0
1387,12459,2020,14,haas,3.0,0.0,9.0
1388,12460,2020,14,williams,0.0,0.0,10.0
1389,12461,2020,15,mercedes,504.0,12.0,1.0
1390,12462,2020,15,red_bull,240.0,1.0,2.0
1391,12463,2020,15,mclaren,149.0,0.0,4.0
1392,12464,2020,15,racing_point,154.0,0.0,3.0
1393,12465,2020,15,renault,136.0,0.0,5.0
1394,12466,2020,15,ferrari,130.0,0.0,6.0
1395,12467,2020,15,alphatauri,89.0,1.0,7.0
1396,12468,2020,15,alfa,8.0,0.0,8.0
1397,12469,2020,15,haas,3.0,0.0,9.0
